,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
33,nv,smoothed_cli,2020-09-24,,2020-10-05,11,0.6068917,0.1604086,1998.3086,state,fb-survey
34,ny,smoothed_cli,2020-09-24,,2020-10-05,11,0.3272509,0.0450893,13043.0007,state,fb-survey
35,oh,smoothed_cli,2020-09-24,,2020-10-05,11,0.5638622,0.0635883,10543.0066,state,fb-survey
36,ok,smoothed_cli,2020-09-24,,2020-10-05,11,0.9966174,0.1370842,4002.8118,state,fb-survey
37,or,smoothed_cli,2020-09-24,,2020-10-05,11,0.415743,0.0875372,4234.047,state,fb-survey
38,pa,smoothed_cli,2020-09-24,,2020-10-05,11,0.3959112,0.0489555,12447.008,state,fb-survey
39,ri,smoothed_cli,2020-09-24,,2020-10-05,11,0.1438416,0.1107927,1065.9865,state,fb-survey
40,sc,smoothed_cli,2020-09-24,,2020-10-05,11,0.6931871,0.0985421,5277.004,state,fb-survey
41,sd,smoothed_cli,2020-09-24,,2020-10-05,11,1.2865337,0.3133878,1058.6716,state,fb-survey
42,tn,smoothed_cli,2020-09-24,,2020-10-05,11,0.8442863,0.1092608,5665.5423,state,fb-survey
43,tx,smoothed_cli,2020-09-24,,2020-10-05,11,0.5721555,0.0489269,18753.1967,state,fb-survey
44,ut,smoothed_cli,2020-09-24,,2020-10-05,11,0.7001467,0.1256973,3055.1841,state,fb-survey
45,va,smoothed_cli,2020-09-24,,2020-10-05,11,0.4279787,0.0654762,7660.586,state,fb-survey
46,vt,smoothed_cli,2020-09-24,,2020-10-05,11,0.5485092,0.2171664,866.0011,state,fb-survey
47,wa,smoothed_cli,2020-09-24,,2020-10-05,11,0.3715586,0.0650296,7048.9489,state,fb-survey
48,wi,smoothed_cli,2020-09-24,,2020-10-05,11,0.6576567,0.0893869,6138.9905,state,fb-survey
49,wv,smoothed_cli,2020-09-24,,2020-10-05,11,0.9294058,0.1791849,2275.2044,state,fb-survey
50,wy,smoothed_cli,2020-09-24,,2020-10-05,11,0.6842576,0.2724609,688.0475,state,fb-survey
0,ak,smoothed_cli,2020-09-25,,2020-10-05,10,0.8165915,0.3062946,813.0,state,fb-survey
1,al,smoothed_cli,2020-09-25,,2020-10-05,10,0.8410328,0.1346656,3733.1058,state,fb-survey
2,ar,smoothed_cli,2020-09-25,,2020-10-05,10,0.8473877,0.1462835,2743.9795,state,fb-survey
3,az,smoothed_cli,2020-09-25,,2020-10-05,10,0.4808433,0.07941,5714.325,state,fb-survey
4,ca,smoothed_cli,2020-09-25,,2020-10-05,10,0.381117,0.0357024,22429.3862,state,fb-survey
5,co,smoothed_cli,2020-09-25,,2020-10-05,10,0.5456134,0.0900943,5132.0075,state,fb-survey
6,ct,smoothed_cli,2020-09-25,,2020-10-05,10,0.3056112,0.0746314,3925.0,state,fb-survey
7,dc,smoothed_cli,2020-09-25,,2020-10-05,10,0.0,0.0967118,516.0,state,fb-survey
8,de,smoothed_cli,2020-09-25,,2020-10-05,10,0.228434,0.1084305,1109.0,state,fb-survey
9,fl,smoothed_cli,2020-09-25,,2020-10-05,10,0.4704972,0.0449179,17301.9978,state,fb-survey
10,ga,smoothed_cli,2020-09-25,,2020-10-05,10,0.6661966,0.083208,6646.9238,state,fb-survey
11,hi,smoothed_cli,2020-09-25,,2020-10-05,10,0.5229292,0.1947278,1136.0,state,fb-survey
12,ia,smoothed_cli,2020-09-25,,2020-10-05,10,0.8453261,0.1315126,3741.406,state,fb-survey
13,id,smoothed_cli,2020-09-25,,2020-10-05,10,0.9390074,0.1830605,1993.652,state,fb-survey
14,il,smoothed_cli,2020-09-25,,2020-10-05,10,0.6189243,0.0671867,10542.0013,state,fb-survey
15,in,smoothed_cli,2020-09-25,,2020-10-05,10,0.7039886,0.0942577,5918.0018,state,fb-survey
16,ks,smoothed_cli,2020-09-25,,2020-10-05,10,0.6536222,0.134182,2975.9716,state,fb-survey
17,ky,smoothed_cli,2020-09-25,,2020-10-05,10,0.6484809,0.1163854,3853.7478,state,fb-survey
18,la,smoothed_cli,2020-09-25,,2020-10-05,10,0.7967598,0.1258513,3831.5531,state,fb-survey
19,ma,smoothed_cli,2020-09-25,,2020-10-05,10,0.4171424,0.0820455,5249.01,state,fb-survey
20,md,smoothed_cli,2020-09-25,,2020-10-05,10,0.2592214,0.062527,4107.9972,state,fb-survey
21,me,smoothed_cli,2020-09-25,,2020-10-05,10,0.5001786,0.145633,1866.0,state,fb-survey
22,mi,smoothed_cli,2020-09-25,,2020-10-05,10,0.5326805,0.0634707,10167.0083,state,fb-survey
23,mn,smoothed_cli,2020-09-25,,2020-10-05,10,0.7354121,0.1114375,4772.2521,state,fb-survey
24,mo,smoothed_cli,2020-09-25,,2020-10-05,10,0.976756,0.1140279,5334.7373,state,fb-survey
25,ms,smoothed_cli,2020-09-25,,2020-10-05,10,0.8470224,0.1659524,2393.8495,state,fb-survey
26,mt,smoothed_cli,2020-09-25,,2020-10-05,10,0.934487,0.2156795,1469.9342,state,fb-survey
27,nc,smoothed_cli,2020-09-25,,2020-10-05,10,0.5724534,0.0701799,8822.0091,state,fb-survey
28,nd,smoothed_cli,2020-09-25,,2020-10-05,10,1.191758,0.3281588,878.809,state,fb-survey
29,ne,smoothed_cli,2020-09-25,,2020-10-05,10,1.0354706,0.2035143,1967.7706,state,fb-survey
30,nh,smoothed_cli,2020-09-25,,2020-10-05,10,0.6340524,0.1757982,1770.0,state,fb-survey
31,nj,smoothed_cli,2020-09-25,,2020-10-05,10,0.2946861,0.0600899,6209.9979,state,fb-survey
32,nm,smoothed_cli,2020-09-25,,2020-10-05,10,0.5101524,0.1505088,1865.8763,state,fb-survey
33,nv,smoothed_cli,2020-09-25,,2020-10-05,10,0.5185998,0.144491,2001.0682,state,fb-survey
34,ny,smoothed_cli,2020-09-25,,2020-10-05,10,0.3455462,0.0467173,12970.0002,state,fb-survey
35,oh,smoothed_cli,2020-09-25,,2020-10-05,10,0.5606156,0.063077,10437.0069,state,fb-survey
36,ok,smoothed_cli,2020-09-25,,2020-10-05,10,0.9899838,0.1393119,3980.8118,state,fb-survey
37,or,smoothed_cli,2020-09-25,,2020-10-05,10,0.4175908,0.0879715,4253.0496,state,fb-survey
38,pa,smoothed_cli,2020-09-25,,2020-10-05,10,0.4687705,0.0540687,12287.0074,state,fb-survey
39,ri,smoothed_cli,2020-09-25,,2020-10-05,10,0.2154528,0.1415374,1082.99,state,fb-survey
40,sc,smoothed_cli,2020-09-25,,2020-10-05,10,0.6946761,0.1014581,5192.0033,state,fb-survey
41,sd,smoothed_cli,2020-09-25,,2020-10-05,10,1.2604335,0.3110109,1030.4093,state,fb-survey
42,tn,smoothed_cli,2020-09-25,,2020-10-05,10,0.765768,0.1025004,5565.2379,state,fb-survey
43,tx,smoothed_cli,2020-09-25,,2020-10-05,10,0.5852131,0.0496631,18439.1362,state,fb-survey
44,ut,smoothed_cli,2020-09-25,,2020-10-05,10,0.747036,0.130403,3071.1841,state,fb-survey
45,va,smoothed_cli,2020-09-25,,2020-10-05,10,0.4508349,0.0662893,7703.3089,state,fb-survey
46,vt,smoothed_cli,2020-09-25,,2020-10-05,10,0.5854906,0.2333025,854.0009,state,fb-survey
47,wa,smoothed_cli,2020-09-25,,2020-10-05,10,0.3677192,0.0655035,7031.9459,state,fb-survey
48,wi,smoothed_cli,2020-09-25,,2020-10-05,10,0.6334106,0.0874597,6141.9908,state,fb-survey
49,wv,smoothed_cli,2020-09-25,,2020-10-05,10,0.971206,0.1843206,2261.254,state,fb-survey
50,wy,smoothed_cli,2020-09-25,,2020-10-05,10,0.7952486,0.2969169,668.7274,state,fb-survey
0,ak,smoothed_cli,2020-09-26,,2020-10-05,9,0.65625,0.2866393,800.0,state,fb-survey
1,al,smoothed_cli,2020-09-26,,2020-10-05,9,0.7811583,0.1264565,3693.1054,state,fb-survey
2,ar,smoothed_cli,2020-09-26,,2020-10-05,9,0.7236844,0.1332315,2733.1817,state,fb-survey
3,az,smoothed_cli,2020-09-26,,2020-10-05,9,0.4758228,0.0769274,5757.0404,state,fb-survey
4,ca,smoothed_cli,2020-09-26,,2020-10-05,9,0.3961899,0.0368905,22252.3413,state,fb-survey
5,co,smoothed_cli,2020-09-26,,2020-10-05,9,0.5843355,0.0938511,5157.0087,state,fb-survey
6,ct,smoothed_cli,2020-09-26,,2020-10-05,9,0.3278519,0.0770879,3918.0,state,fb-survey
7,dc,smoothed_cli,2020-09-26,,2020-10-05,9,0.0,0.0943396,529.0,state,fb-survey
8,de,smoothed_cli,2020-09-26,,2020-10-05,9,0.1659175,0.0891354,1125.0073,state,fb-survey
9,fl,smoothed_cli,2020-09-26,,2020-10-05,9,0.4964185,0.0461908,17305.9983,state,fb-survey
10,ga,smoothed_cli,2020-09-26,,2020-10-05,9,0.5551723,0.0744215,6582.9303,state,fb-survey
11,hi,smoothed_cli,2020-09-26,,2020-10-05,9,0.2602286,0.1323251,1108.0,state,fb-survey
12,ia,smoothed_cli,2020-09-26,,2020-10-05,9,0.8667097,0.1327923,3741.4916,state,fb-survey
13,id,smoothed_cli,2020-09-26,,2020-10-05,9,0.8685912,0.1757917,1993.6155,state,fb-survey
14,il,smoothed_cli,2020-09-26,,2020-10-05,9,0.5976474,0.0657104,10565.0016,state,fb-survey
15,in,smoothed_cli,2020-09-26,,2020-10-05,9,0.6678344,0.0913469,5884.0025,state,fb-survey
16,ks,smoothed_cli,2020-09-26,,2020-10-05,9,0.6016021,0.1285599,2983.9721,state,fb-survey
17,ky,smoothed_cli,2020-09-26,,2020-10-05,9,0.6956607,0.1205208,3836.747,state,fb-survey
18,la,smoothed_cli,2020-09-26,,2020-10-05,9,0.7195825,0.1211874,3750.3683,state,fb-survey
19,ma,smoothed_cli,2020-09-26,,2020-10-05,9,0.376946,0.0765464,5234.0105,state,fb-survey
20,md,smoothed_cli,2020-09-26,,2020-10-05,9,0.3067438,0.0712407,4109.99,state,fb-survey
21,me,smoothed_cli,2020-09-26,,2020-10-05,9,0.6612366,0.1695149,1903.0,state,fb-survey
22,mi,smoothed_cli,2020-09-26,,2020-10-05,9,0.5272674,0.0630256,10167.0259,state,fb-survey
23,mn,smoothed_cli,2020-09-26,,2020-10-05,9,0.6718021,0.1055372,4772.4435,state,fb-survey
24,mo,smoothed_cli,2020-09-26,,2020-10-05,9,1.0557942,0.1205329,5331.6687,state,fb-survey
25,ms,smoothed_cli,2020-09-26,,2020-10-05,9,0.8792713,0.1718456,2377.9574,state,fb-survey
26,mt,smoothed_cli,2020-09-26,,2020-10-05,9,0.7716461,0.191295,1506.0251,state,fb-survey
27,nc,smoothed_cli,2020-09-26,,2020-10-05,9,0.568953,0.0707101,8702.0083,state,fb-survey
28,nd,smoothed_cli,2020-09-26,,2020-10-05,9,1.175587,0.3304624,869.635,state,fb-survey
29,ne,smoothed_cli,2020-09-26,,2020-10-05,9,1.0984109,0.2135889,1924.7796,state,fb-survey
30,nh,smoothed_cli,2020-09-26,,2020-10-05,9,0.708645,0.1790384,1792.0,state,fb-survey
31,nj,smoothed_cli,2020-09-26,,2020-10-05,9,0.3171849,0.0626522,6336.9979,state,fb-survey
32,nm,smoothed_cli,2020-09-26,,2020-10-05,9,0.5835456,0.1619141,1881.0574,state,fb-survey
33,nv,smoothed_cli,2020-09-26,,2020-10-05,9,0.5710755,0.1521204,1963.1131,state,fb-survey
34,ny,smoothed_cli,2020-09-26,,2020-10-05,9,0.3074993,0.043956,13067.9995,state,fb-survey
35,oh,smoothed_cli,2020-09-26,,2020-10-05,9,0.5757117,0.0644058,10379.0083,state,fb-survey
36,ok,smoothed_cli,2020-09-26,,2020-10-05,9,1.0082291,0.1394179,4016.812,state,fb-survey
37,or,smoothed_cli,2020-09-26,,2020-10-05,9,0.4134322,0.0866522,4237.0468,state,fb-survey
38,pa,smoothed_cli,2020-09-26,,2020-10-05,9,0.470106,0.0538285,12323.0074,state,fb-survey
39,ri,smoothed_cli,2020-09-26,,2020-10-05,9,0.2164522,0.1421923,1077.9895,state,fb-survey
40,sc,smoothed_cli,2020-09-26,,2020-10-05,9,0.7610277,0.1044828,5162.0032,state,fb-survey
41,sd,smoothed_cli,2020-09-26,,2020-10-05,9,1.4891828,0.3349732,1016.2888,state,fb-survey
42,tn,smoothed_cli,2020-09-26,,2020-10-05,9,0.789594,0.1048152,5562.2272,state,fb-survey
43,tx,smoothed_cli,2020-09-26,,2020-10-05,9,0.6042819,0.0501625,18303.2173,state,fb-survey
44,ut,smoothed_cli,2020-09-26,,2020-10-05,9,0.8237712,0.1344158,3055.2373,state,fb-survey
45,va,smoothed_cli,2020-09-26,,2020-10-05,9,0.4266027,0.0634159,7646.9766,state,fb-survey
46,vt,smoothed_cli,2020-09-26,,2020-10-05,9,0.4534573,0.2236764,827.0008,state,fb-survey
47,wa,smoothed_cli,2020-09-26,,2020-10-05,9,0.3636263,0.0645091,7008.9501,state,fb-survey
48,wi,smoothed_cli,2020-09-26,,2020-10-05,9,0.7016566,0.09238,6216.9735,state,fb-survey
49,wv,smoothed_cli,2020-09-26,,2020-10-05,9,1.0178971,0.1893578,2265.3037,state,fb-survey
50,wy,smoothed_cli,2020-09-26,,2020-10-05,9,0.7422521,0.2770846,662.6999,state,fb-survey
0,ak,smoothed_cli,2020-09-27,,2020-10-05,8,0.8385876,0.3188269,793.0,state,fb-survey
1,al,smoothed_cli,2020-09-27,,2020-10-05,8,0.885557,0.1376563,3736.1035,state,fb-survey
2,ar,smoothed_cli,2020-09-27,,2020-10-05,8,0.7446771,0.1380005,2725.1325,state,fb-survey
3,az,smoothed_cli,2020-09-27,,2020-10-05,8,0.4855727,0.0770584,5816.4108,state,fb-survey
4,ca,smoothed_cli,2020-09-27,,2020-10-05,8,0.4222482,0.0385165,22279.3598,state,fb-survey
5,co,smoothed_cli,2020-09-27,,2020-10-05,8,0.6138299,0.0938338,5192.9483,state,fb-survey
6,ct,smoothed_cli,2020-09-27,,2020-10-05,8,0.3694937,0.0858085,3923.0,state,fb-survey
7,dc,smoothed_cli,2020-09-27,,2020-10-05,8,0.0793651,0.1215671,540.0,state,fb-survey
8,de,smoothed_cli,2020-09-27,,2020-10-05,8,0.1522085,0.0841806,1177.0146,state,fb-survey
9,fl,smoothed_cli,2020-09-27,,2020-10-05,8,0.5343746,0.0480603,17449.998,state,fb-survey
10,ga,smoothed_cli,2020-09-27,,2020-10-05,8,0.6144396,0.0793112,6598.9336,state,fb-survey
11,hi,smoothed_cli,2020-09-27,,2020-10-05,8,0.3785929,0.1458777,1110.0,state,fb-survey
12,ia,smoothed_cli,2020-09-27,,2020-10-05,8,0.8946244,0.1341877,3802.5278,state,fb-survey
13,id,smoothed_cli,2020-09-27,,2020-10-05,8,1.0250631,0.1954902,1970.5966,state,fb-survey
14,il,smoothed_cli,2020-09-27,,2020-10-05,8,0.5960988,0.064988,10763.0009,state,fb-survey
15,in,smoothed_cli,2020-09-27,,2020-10-05,8,0.6199463,0.0874609,5911.0034,state,fb-survey
16,ks,smoothed_cli,2020-09-27,,2020-10-05,8,0.6262572,0.1320933,2988.9144,state,fb-survey
17,ky,smoothed_cli,2020-09-27,,2020-10-05,8,0.6579589,0.1159713,3864.4344,state,fb-survey
18,la,smoothed_cli,2020-09-27,,2020-10-05,8,0.8369155,0.131094,3733.3687,state,fb-survey
19,ma,smoothed_cli,2020-09-27,,2020-10-05,8,0.4250153,0.0823289,5243.0125,state,fb-survey
20,md,smoothed_cli,2020-09-27,,2020-10-05,8,0.2812349,0.0691984,4144.9834,state,fb-survey
21,me,smoothed_cli,2020-09-27,,2020-10-05,8,0.6714692,0.173155,1874.0,state,fb-survey
22,mi,smoothed_cli,2020-09-27,,2020-10-05,8,0.525966,0.0623321,10236.0102,state,fb-survey
23,mn,smoothed_cli,2020-09-27,,2020-10-05,8,0.6427836,0.0999575,4853.4239,state,fb-survey
24,mo,smoothed_cli,2020-09-27,,2020-10-05,8,1.0928522,0.1199311,5410.6593,state,fb-survey
25,ms,smoothed_cli,2020-09-27,,2020-10-05,8,0.9709731,0.1820695,2378.3171,state,fb-survey
26,mt,smoothed_cli,2020-09-27,,2020-10-05,8,1.011877,0.2233443,1498.9376,state,fb-survey
27,nc,smoothed_cli,2020-09-27,,2020-10-05,8,0.5518627,0.0696189,8665.0068,state,fb-survey
28,nd,smoothed_cli,2020-09-27,,2020-10-05,8,1.2461856,0.3372667,873.8261,state,fb-survey
29,ne,smoothed_cli,2020-09-27,,2020-10-05,8,1.0763516,0.2159727,1894.9157,state,fb-survey
30,nh,smoothed_cli,2020-09-27,,2020-10-05,8,0.6459921,0.168482,1811.0,state,fb-survey
31,nj,smoothed_cli,2020-09-27,,2020-10-05,8,0.3329224,0.0645147,6428.9979,state,fb-survey
32,nm,smoothed_cli,2020-09-27,,2020-10-05,8,0.5076821,0.1471483,1866.5878,state,fb-survey
33,nv,smoothed_cli,2020-09-27,,2020-10-05,8,0.5153027,0.1410133,2005.0947,state,fb-survey
34,ny,smoothed_cli,2020-09-27,,2020-10-05,8,0.3020255,0.0423622,13267.0004,state,fb-survey
35,oh,smoothed_cli,2020-09-27,,2020-10-05,8,0.5597565,0.0638863,10471.0054,state,fb-survey
36,ok,smoothed_cli,2020-09-27,,2020-10-05,8,1.0409788,0.1384743,4009.1127,state,fb-survey
37,or,smoothed_cli,2020-09-27,,2020-10-05,8,0.4662183,0.0916521,4293.0533,state,fb-survey
38,pa,smoothed_cli,2020-09-27,,2020-10-05,8,0.4461213,0.0515139,12328.0068,state,fb-survey
39,ri,smoothed_cli,2020-09-27,,2020-10-05,8,0.255258,0.1451737,1109.9875,state,fb-survey
40,sc,smoothed_cli,2020-09-27,,2020-10-05,8,0.7421691,0.1042723,5195.0025,state,fb-survey
41,sd,smoothed_cli,2020-09-27,,2020-10-05,8,1.3031152,0.3141638,1029.1095,state,fb-survey
42,tn,smoothed_cli,2020-09-27,,2020-10-05,8,0.7573544,0.1025717,5546.5484,state,fb-survey
43,tx,smoothed_cli,2020-09-27,,2020-10-05,8,0.5865461,0.049708,18294.9495,state,fb-survey
44,ut,smoothed_cli,2020-09-27,,2020-10-05,8,0.8265193,0.1350719,3100.3938,state,fb-survey
45,va,smoothed_cli,2020-09-27,,2020-10-05,8,0.4610662,0.0644012,7786.955,state,fb-survey
46,vt,smoothed_cli,2020-09-27,,2020-10-05,8,0.4343545,0.2233617,825.0009,state,fb-survey
47,wa,smoothed_cli,2020-09-27,,2020-10-05,8,0.320416,0.0600585,7092.9445,state,fb-survey
48,wi,smoothed_cli,2020-09-27,,2020-10-05,8,0.7407202,0.0927324,6333.9903,state,fb-survey
49,wv,smoothed_cli,2020-09-27,,2020-10-05,8,0.9837555,0.1856855,2270.5019,state,fb-survey
50,wy,smoothed_cli,2020-09-27,,2020-10-05,8,0.743964,0.2685954,649.7278,state,fb-survey
0,ak,smoothed_cli,2020-09-28,,2020-10-05,7,0.9394028,0.3336275,777.0,state,fb-survey
1,al,smoothed_cli,2020-09-28,,2020-10-05,7,0.9208908,0.1399785,3757.1086,state,fb-survey
2,ar,smoothed_cli,2020-09-28,,2020-10-05,7,0.6899369,0.1293891,2760.1908,state,fb-survey
3,az,smoothed_cli,2020-09-28,,2020-10-05,7,0.5123211,0.0801105,5845.3185,state,fb-survey
4,ca,smoothed_cli,2020-09-28,,2020-10-05,7,0.4108421,0.0379884,22236.278,state,fb-survey
5,co,smoothed_cli,2020-09-28,,2020-10-05,7,0.6016917,0.092989,5222.9181,state,fb-survey
6,ct,smoothed_cli,2020-09-28,,2020-10-05,7,0.4185779,0.0935928,3893.0,state,fb-survey
7,dc,smoothed_cli,2020-09-28,,2020-10-05,7,0.0776398,0.1189325,552.0,state,fb-survey
8,de,smoothed_cli,2020-09-28,,2020-10-05,7,0.1410451,0.0823065,1152.0146,state,fb-survey
9,fl,smoothed_cli,2020-09-28,,2020-10-05,7,0.5609269,0.0489235,17728.9988,state,fb-survey
10,ga,smoothed_cli,2020-09-28,,2020-10-05,7,0.5791115,0.0769163,6695.932,state,fb-survey
11,hi,smoothed_cli,2020-09-28,,2020-10-05,7,0.4267868,0.1701443,1094.0,state,fb-survey
12,ia,smoothed_cli,2020-09-28,,2020-10-05,7,0.96171,0.1357583,3826.5045,state,fb-survey
13,id,smoothed_cli,2020-09-28,,2020-10-05,7,0.9088139,0.1810959,1977.579,state,fb-survey
14,il,smoothed_cli,2020-09-28,,2020-10-05,7,0.5611687,0.0623748,10900.0,state,fb-survey
15,in,smoothed_cli,2020-09-28,,2020-10-05,7,0.5386485,0.0788643,5914.0023,state,fb-survey
16,ks,smoothed_cli,2020-09-28,,2020-10-05,7,0.6999729,0.1410667,3022.8599,state,fb-survey
17,ky,smoothed_cli,2020-09-28,,2020-10-05,7,0.5929337,0.1073243,3913.1957,state,fb-survey
18,la,smoothed_cli,2020-09-28,,2020-10-05,7,0.9647768,0.1450883,3677.3686,state,fb-survey
19,ma,smoothed_cli,2020-09-28,,2020-10-05,7,0.4344361,0.0829189,5320.0125,state,fb-survey
20,md,smoothed_cli,2020-09-28,,2020-10-05,7,0.3274614,0.0759815,4134.9837,state,fb-survey
21,me,smoothed_cli,2020-09-28,,2020-10-05,7,0.6722577,0.173025,1878.0,state,fb-survey
22,mi,smoothed_cli,2020-09-28,,2020-10-05,7,0.5665626,0.0641686,10232.0118,state,fb-survey
23,mn,smoothed_cli,2020-09-28,,2020-10-05,7,0.6434086,0.1000988,4888.3747,state,fb-survey
24,mo,smoothed_cli,2020-09-28,,2020-10-05,7,1.119889,0.1218449,5444.5989,state,fb-survey
25,ms,smoothed_cli,2020-09-28,,2020-10-05,7,0.889558,0.171941,2343.1733,state,fb-survey
26,mt,smoothed_cli,2020-09-28,,2020-10-05,7,1.0219719,0.2308887,1496.2604,state,fb-survey
27,nc,smoothed_cli,2020-09-28,,2020-10-05,7,0.5560953,0.0691309,8647.0082,state,fb-survey
28,nd,smoothed_cli,2020-09-28,,2020-10-05,7,1.4909642,0.3769829,864.4982,state,fb-survey
29,ne,smoothed_cli,2020-09-28,,2020-10-05,7,1.0953949,0.2100509,1954.8534,state,fb-survey
30,nh,smoothed_cli,2020-09-28,,2020-10-05,7,0.5784469,0.1552428,1864.0,state,fb-survey
31,nj,smoothed_cli,2020-09-28,,2020-10-05,7,0.3491368,0.0673345,6497.9979,state,fb-survey
32,nm,smoothed_cli,2020-09-28,,2020-10-05,7,0.4394148,0.1338504,1845.6163,state,fb-survey
33,nv,smoothed_cli,2020-09-28,,2020-10-05,7,0.377113,0.1204911,1981.1764,state,fb-survey
34,ny,smoothed_cli,2020-09-28,,2020-10-05,7,0.3037847,0.0420418,13458.9998,state,fb-survey
35,oh,smoothed_cli,2020-09-28,,2020-10-05,7,0.5734747,0.0651449,10545.0055,state,fb-survey
36,ok,smoothed_cli,2020-09-28,,2020-10-05,7,1.0399065,0.1364515,4046.2266,state,fb-survey
37,or,smoothed_cli,2020-09-28,,2020-10-05,7,0.4157093,0.086096,4354.0495,state,fb-survey
38,pa,smoothed_cli,2020-09-28,,2020-10-05,7,0.4650485,0.0530698,12264.0064,state,fb-survey
39,ri,smoothed_cli,2020-09-28,,2020-10-05,7,0.3184748,0.1697287,1098.9875,state,fb-survey
40,sc,smoothed_cli,2020-09-28,,2020-10-05,7,0.7434039,0.1040998,5220.0026,state,fb-survey
41,sd,smoothed_cli,2020-09-28,,2020-10-05,7,1.1181928,0.2877269,1033.2074,state,fb-survey
42,tn,smoothed_cli,2020-09-28,,2020-10-05,7,0.6865652,0.0945301,5660.7874,state,fb-survey
43,tx,smoothed_cli,2020-09-28,,2020-10-05,7,0.6514058,0.0523683,18431.951,state,fb-survey
44,ut,smoothed_cli,2020-09-28,,2020-10-05,7,0.7053785,0.1229253,3143.4861,state,fb-survey
45,va,smoothed_cli,2020-09-28,,2020-10-05,7,0.4886506,0.0662817,7878.7953,state,fb-survey
46,vt,smoothed_cli,2020-09-28,,2020-10-05,7,0.5195593,0.2527573,818.001,state,fb-survey
47,wa,smoothed_cli,2020-09-28,,2020-10-05,7,0.3566243,0.0619485,7167.9477,state,fb-survey
48,wi,smoothed_cli,2020-09-28,,2020-10-05,7,0.8839492,0.1007329,6385.9892,state,fb-survey
49,wv,smoothed_cli,2020-09-28,,2020-10-05,7,0.767794,0.1645626,2256.501,state,fb-survey
50,wy,smoothed_cli,2020-09-28,,2020-10-05,7,0.892297,0.3028491,665.7291,state,fb-survey
0,ak,smoothed_cli,2020-09-29,,2020-10-05,6,1.2768945,0.3856846,787.0,state,fb-survey
1,al,smoothed_cli,2020-09-29,,2020-10-05,6,0.9295106,0.1388395,3778.1026,state,fb-survey
2,ar,smoothed_cli,2020-09-29,,2020-10-05,6,0.7622171,0.137103,2691.6431,state,fb-survey
3,az,smoothed_cli,2020-09-29,,2020-10-05,6,0.551232,0.0830086,5741.079,state,fb-survey
4,ca,smoothed_cli,2020-09-29,,2020-10-05,6,0.4077281,0.0377719,22028.2409,state,fb-survey
5,co,smoothed_cli,2020-09-29,,2020-10-05,6,0.5949595,0.091474,5188.9778,state,fb-survey
6,ct,smoothed_cli,2020-09-29,,2020-10-05,6,0.4312807,0.0946646,3902.0,state,fb-survey
7,dc,smoothed_cli,2020-09-29,,2020-10-05,6,0.078064,0.1195804,549.0,state,fb-survey
8,de,smoothed_cli,2020-09-29,,2020-10-05,6,0.0988478,0.0709054,1138.0146,state,fb-survey
9,fl,smoothed_cli,2020-09-29,,2020-10-05,6,0.5508292,0.0479883,17868.9996,state,fb-survey
10,ga,smoothed_cli,2020-09-29,,2020-10-05,6,0.6715305,0.084281,6691.9377,state,fb-survey
11,hi,smoothed_cli,2020-09-29,,2020-10-05,6,0.4910576,0.1931774,1073.0,state,fb-survey
12,ia,smoothed_cli,2020-09-29,,2020-10-05,6,0.9795458,0.1395024,3786.3969,state,fb-survey
13,id,smoothed_cli,2020-09-29,,2020-10-05,6,0.9201858,0.1808455,2007.4104,state,fb-survey
14,il,smoothed_cli,2020-09-29,,2020-10-05,6,0.5233655,0.0605859,10927.0006,state,fb-survey
15,in,smoothed_cli,2020-09-29,,2020-10-05,6,0.5829474,0.0822618,5969.0012,state,fb-survey
16,ks,smoothed_cli,2020-09-29,,2020-10-05,6,0.8243243,0.1561293,2947.8029,state,fb-survey
17,ky,smoothed_cli,2020-09-29,,2020-10-05,6,0.7797479,0.1277565,3959.5104,state,fb-survey
18,la,smoothed_cli,2020-09-29,,2020-10-05,6,0.8840224,0.1381449,3683.3682,state,fb-survey
19,ma,smoothed_cli,2020-09-29,,2020-10-05,6,0.475879,0.0868333,5333.0115,state,fb-survey
20,md,smoothed_cli,2020-09-29,,2020-10-05,6,0.3479997,0.0781053,4204.9838,state,fb-survey
21,me,smoothed_cli,2020-09-29,,2020-10-05,6,0.6989958,0.174583,1892.0,state,fb-survey
22,mi,smoothed_cli,2020-09-29,,2020-10-05,6,0.5498914,0.0634506,10178.0289,state,fb-survey
23,mn,smoothed_cli,2020-09-29,,2020-10-05,6,0.6745753,0.1028199,4941.4874,state,fb-survey
24,mo,smoothed_cli,2020-09-29,,2020-10-05,6,0.9815066,0.1142401,5426.048,state,fb-survey
25,ms,smoothed_cli,2020-09-29,,2020-10-05,6,0.9203299,0.1757737,2299.2092,state,fb-survey
26,mt,smoothed_cli,2020-09-29,,2020-10-05,6,1.1177517,0.2345349,1477.5112,state,fb-survey
27,nc,smoothed_cli,2020-09-29,,2020-10-05,6,0.5777077,0.071707,8652.0098,state,fb-survey
28,nd,smoothed_cli,2020-09-29,,2020-10-05,6,1.2613607,0.3495968,883.2905,state,fb-survey
29,ne,smoothed_cli,2020-09-29,,2020-10-05,6,1.0979796,0.2104194,1947.7729,state,fb-survey
