,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
3,az,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,15.2323269,0.4901126,5375.325,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,13.2421009,0.2359594,20634.3707,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,17.4672943,0.5445253,4862.0079,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,11.6838955,0.5298893,3675.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,9.607438,1.3409006,483.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,11.8957346,0.9971805,1054.0,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,18.3560175,0.3066055,15941.998,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,23.1811315,0.5377982,6156.9246,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,14.5892351,1.0852498,1058.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,30.1713098,0.7711949,3542.4176,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,25.4684981,1.0009398,1894.6426,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,19.547622,0.3989679,9880.0014,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,23.4805171,0.5667837,5593.0016,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,27.9535057,0.8456885,2815.9719,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,22.3448791,0.6921731,3621.7522,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,22.5766587,0.7013493,3553.553,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,11.4749075,0.4552658,4901.009,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,12.9847992,0.5442119,3814.9974,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,13.1327334,0.8012387,1777.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,16.1662426,0.3746021,9658.0088,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,21.6384271,0.612676,4517.1773,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,31.517422,0.6550728,5029.8109,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,25.0117771,0.9112579,2258.6815,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,26.0817815,1.1722464,1402.9781,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,17.7650569,0.4195642,8299.0083,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,37.0787895,1.6777475,828.8375,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,29.5607693,1.060692,1850.7671,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,14.6162859,0.8552962,1706.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,10.1855138,0.4020637,5658.9982,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,14.7604874,0.8486712,1746.8786,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,17.3231753,0.8737346,1876.0837,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,11.1961535,0.288399,11954.0004,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,18.2714627,0.3886539,9886.007,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,28.822579,0.7405263,3741.0548,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,12.9978593,0.5289323,4042.0496,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,14.3577535,0.3255944,11599.0069,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,10.0395552,0.9456366,1009.991,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,21.3991238,0.5887774,4852.0029,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,38.6906156,1.5594496,975.4161,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,24.4772022,0.5949655,5222.2334,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,20.5429735,0.3101769,16965.8909,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,29.9681304,0.8545167,2874.1817,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,16.6142263,0.4392326,7180.9661,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,13.0036609,1.1759975,818.0009,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,14.0406938,0.4251913,6675.9457,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,27.337431,0.5832642,5838.9906,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,22.6925659,0.9085463,2125.2536,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-25,,2020-10-05,10,23.6831484,1.6821799,638.7266,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,20.8058124,1.4763118,756.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,25.9597155,0.7448848,3464.0946,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,28.6589942,0.8933084,2562.1074,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,15.2599067,0.4882238,5425.0404,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,13.3918305,0.2379864,20478.3258,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,17.4438516,0.5432323,4880.0092,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,11.7974477,0.5316095,3682.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,9.9198397,1.3395293,498.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,11.7839568,0.9884326,1064.0073,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,18.2778525,0.3060216,15949.9986,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,23.0434851,0.5388714,6106.9346,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,13.8781431,1.075653,1033.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,29.9710575,0.7692879,3546.5148,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,25.9832958,1.0072515,1895.6062,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,19.5160207,0.3984011,9896.0017,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,23.4189744,0.5676908,5565.0025,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,28.2437378,0.846851,2825.9725,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,22.6623896,0.6964166,3613.7512,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,22.6974045,0.7103294,3477.3682,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,11.661905,0.4589438,4891.0095,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,13.4404632,0.5513608,3826.9901,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,13.2981677,0.8003386,1800.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,16.5132828,0.3775237,9673.0262,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,22.0692893,0.6162801,4528.357,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,31.1625768,0.6524811,5038.7421,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,25.0744144,0.9162667,2237.7789,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,25.1148731,1.1424071,1441.069,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,18.0126857,0.4244841,8196.0075,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,36.8322654,1.6920239,812.6635,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,29.8604482,1.0730996,1818.7761,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,14.7212544,0.8540875,1721.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,10.5203833,0.4041252,5763.9981,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,15.1966493,0.8552048,1762.0597,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,17.0997564,0.8772288,1842.1286,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,11.4227712,0.2895657,12066.9997,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,18.4010101,0.3904514,9849.0082,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,28.8385981,0.7364285,3784.055,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,13.4086436,0.5367532,4030.0468,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,14.4325837,0.325976,11622.0069,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,11.0614634,0.9884133,1006.9905,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,22.0344185,0.596944,4821.0029,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,40.7535174,1.5815598,965.2869,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,24.5640905,0.595963,5217.2331,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,20.3681154,0.3105596,16816.9718,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,30.9928058,0.8638174,2866.2325,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,16.6258375,0.4403291,7149.2461,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,12.9861978,1.1914569,796.0008,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,13.656116,0.4208008,6658.95,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,28.1378627,0.5848791,5910.9732,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,23.0394655,0.9118969,2132.3034,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-26,,2020-10-05,9,23.7956452,1.6889199,635.7102,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,21.0,1.4882719,749.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,25.6501814,0.7383623,3498.0926,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,28.8442013,0.8960718,2556.1313,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,15.2859295,0.4857647,5487.7647,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,13.3231906,0.2373364,20501.3443,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,17.8815672,0.5464813,4916.9487,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,12.3712737,0.5420959,3689.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,10.8187135,1.3727444,512.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,10.9962652,0.9377267,1113.0146,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,18.2245341,0.3045502,16067.9984,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,22.9295014,0.5367933,6132.938,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,14.0865385,1.0792573,1039.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,30.288736,0.765999,3598.551,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,26.381122,1.0178608,1874.5874,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,19.1602261,0.3918997,10085.001,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,22.4802827,0.5590936,5575.0006,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,28.5606998,0.8486649,2832.9148,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,22.5202954,0.6918407,3645.4384,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,22.6590154,0.7124703,3452.3685,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,11.808525,0.4611065,4898.0115,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,13.5069112,0.5501435,3859.9834,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,13.1430187,0.8035424,1768.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,16.5501856,0.3767536,9730.0105,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,22.1285535,0.6116286,4606.3373,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,30.8673378,0.6468754,5099.6595,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,26.239656,0.9303389,2236.1387,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,26.6293718,1.1656415,1437.981,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,18.0763516,0.4263972,8145.0061,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,37.4766901,1.6957489,814.8546,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,29.6272973,1.081392,1782.9123,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,14.2241379,0.8376175,1739.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,10.8087373,0.4056018,5859.9982,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,15.1868777,0.857862,1750.2362,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,17.4770535,0.8739927,1888.1102,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,11.6799938,0.290131,12255.0005,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,18.8109265,0.3918193,9948.0081,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,29.3680767,0.7403827,3784.1127,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,13.651983,0.5368582,4090.0533,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,14.352804,0.3254915,11603.0064,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,10.666045,0.9594939,1034.9885,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,21.7126896,0.5919524,4851.0023,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,41.9436894,1.5778394,978.1163,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,24.4079198,0.5953468,5205.5543,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,20.3586338,0.3105707,16809.9468,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,31.151597,0.8585904,2909.3914,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,16.5822382,0.4357861,7283.747,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,13.2871512,1.2053712,793.0009,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,13.5843323,0.4176163,6730.9444,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,28.4896255,0.5818865,6016.9896,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,23.1762383,0.911822,2141.5017,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-27,,2020-10-05,8,23.6893184,1.7051748,621.7275,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,20.6684857,1.4966549,732.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,25.064116,0.7308703,3516.1031,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,28.9151236,0.891844,2584.1904,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,15.7724791,0.4902367,5527.6724,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,13.2794922,0.2374011,20433.2625,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,18.0104913,0.5459684,4953.9187,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,12.8117292,0.5533571,3648.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,10.3682171,1.3433199,515.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,12.0199493,0.983627,1093.0146,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,18.2456072,0.3023439,16317.9992,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,22.5195919,0.5297282,6217.9364,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,13.9455782,1.080459,1028.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,30.764328,0.7676494,3614.5277,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,27.1529161,1.0236767,1887.5699,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,19.6421586,0.393396,10199.0001,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,22.9080854,0.5625767,5579.9998,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,28.0525644,0.8396415,2862.8601,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,22.6155312,0.6890343,3686.1997,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,22.8786048,0.7206608,3397.3685,state,fb-survey
19,ma,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,11.9148432,0.4602282,4955.0115,state,fb-survey
20,md,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,13.5125105,0.5508823,3850.9837,state,fb-survey
21,me,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,13.4441939,0.8101419,1773.0,state,fb-survey
22,mi,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,17.0356115,0.3814982,9711.0118,state,fb-survey
23,mn,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,21.7907733,0.6066168,4631.2881,state,fb-survey
24,mo,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,30.7875761,0.6443341,5132.599,state,fb-survey
25,ms,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,25.6762342,0.9319994,2196.9886,state,fb-survey
26,mt,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,25.8254339,1.1544622,1437.286,state,fb-survey
27,nc,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,18.0466383,0.4272267,8103.0074,state,fb-survey
28,nd,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,37.3942515,1.7046872,805.6189,state,fb-survey
29,ne,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,30.2913076,1.0704315,1842.8382,state,fb-survey
30,nh,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,13.1564246,0.7991579,1789.0,state,fb-survey
31,nj,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,10.6543481,0.4017426,5897.9982,state,fb-survey
32,nm,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,15.1975473,0.8632965,1729.2667,state,fb-survey
33,nv,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,16.9487627,0.8661706,1876.1919,state,fb-survey
34,ny,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,11.8850467,0.2901566,12438.9999,state,fb-survey
35,oh,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,18.6091607,0.3886173,10029.0085,state,fb-survey
36,ok,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,29.6139004,0.7386636,3820.2268,state,fb-survey
37,or,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,13.9605201,0.5379886,4150.0495,state,fb-survey
38,pa,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,14.2417879,0.3252402,11546.006,state,fb-survey
39,ri,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,11.7104321,1.0028755,1027.9885,state,fb-survey
40,sc,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,21.2130376,0.5857596,4871.0024,state,fb-survey
41,sd,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,42.4353109,1.581925,976.1393,state,fb-survey
42,tn,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,24.522273,0.5909073,5300.7932,state,fb-survey
43,tx,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,20.3209983,0.3088539,16973.9461,state,fb-survey
44,ut,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,31.4883618,0.8545085,2954.4837,state,fb-survey
45,va,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,16.9060874,0.4367747,7363.7212,state,fb-survey
46,vt,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,11.9412491,1.1595981,782.001,state,fb-survey
47,wa,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,14.347608,0.4249591,6804.9477,state,fb-survey
48,wi,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,29.3638709,0.5847488,6065.9886,state,fb-survey
49,wv,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,22.4164617,0.901807,2138.5009,state,fb-survey
50,wy,smoothed_hh_cmnty_cli,2020-09-28,,2020-10-05,7,25.24676,1.718919,638.7411,state,fb-survey
0,ak,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,20.2830189,1.4771773,741.0,state,fb-survey
1,al,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,25.1766239,0.729474,3540.0971,state,fb-survey
2,ar,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,29.2791475,0.9094248,2503.6426,state,fb-survey
3,az,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,16.4346384,0.5032943,5421.7868,state,fb-survey
4,ca,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,13.3044035,0.238962,20199.2254,state,fb-survey
5,co,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,18.2437313,0.5507114,4917.9784,state,fb-survey
6,ct,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,12.8551913,0.5533231,3659.0,state,fb-survey
7,dc,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,9.8440546,1.3165859,512.0,state,fb-survey
8,de,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,12.96108,1.0206109,1083.0146,state,fb-survey
9,fl,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,18.5593664,0.3030587,16456.9999,state,fb-survey
10,ga,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,22.5662778,0.5302876,6213.9421,state,fb-survey
11,hi,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,12.6121635,1.0487849,1002.0,state,fb-survey
12,ia,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,30.1323659,0.7681976,3567.4951,state,fb-survey
13,id,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,27.4238821,1.0209694,1909.4013,state,fb-survey
14,il,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,19.598556,0.3923355,10237.0007,state,fb-survey
15,in,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,23.0612717,0.5605383,5646.9986,state,fb-survey
16,ks,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,28.5719131,0.8542268,2796.8032,state,fb-survey
17,ky,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,23.2170554,0.6914616,3728.5143,state,fb-survey
18,la,smoothed_hh_cmnty_cli,2020-09-29,,2020-10-05,6,22.3946124,0.7150207,3399.3683,state,fb-survey
